periodo,cole_mcpio_ubicacion,estrato_num,edu_madre_num,edu_padre_num,indice_activos,fami_tienecomputador,fami_tieneinternet,fami_tieneautomovil,fami_tienelavadora,es_privado,es_urbano,cole_bilingue,genero_num,punt_matematicas,punt_lectura_critica,punt_c_naturales,punt_sociales_ciudadanas,punt_ingles,punt_global,bajo_rendimiento,desemp_ingles
20162,MANIZALES,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,38.0,32.0,39.0,49.0,42.0,199.0,1,A-
20162,PACORA,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,56.0,55.0,58.0,54.0,53.0,277.0,0,A1
20162,MARQUETALIA,2,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,49.0,46.0,52.0,50.0,52.0,247.0,0,A1
20162,CHINCHINA,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,51.0,53.0,50.0,37.0,44.0,237.0,0,A-
20162,PENSILVANIA,2,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0,0,0.0,0.0,59.0,61.0,63.0,65.0,61.0,310.0,0,A2
20162,MANIZALES,3,1.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,62.0,51.0,57.0,57.0,53.0,281.0,0,A1
20162,MARQUETALIA,1,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,50.0,50.0,55.0,50.0,44.0,254.0,0,A-
20162,ARANZAZU,1,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,49.0,60.0,55.0,56.0,57.0,275.0,0,A1
20162,MANIZALES,4,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,63.0,60.0,63.0,56.0,50.0,299.0,0,A1
20162,PENSILVANIA,3,8.0,1.0,2.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,45.0,45.0,56.0,57.0,59.0,258.0,0,A2
20162,VILLAMARIA,2,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,,1.0,36.0,45.0,41.0,40.0,45.0,203.0,1,A-
20162,MANIZALES,3,4.0,3.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,60.0,62.0,61.0,59.0,68.0,306.0,0,A2
20162,MANIZALES,2,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,1.0,48.0,52.0,56.0,54.0,63.0,267.0,0,A2
20162,MANIZALES,2,4.0,2.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,40.0,41.0,45.0,43.0,45.0,213.0,1,A-
20162,MANIZALES,3,4.0,6.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,64.0,58.0,57.0,52.0,61.0,289.0,0,A2
20162,SUPIA,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,34.0,50.0,43.0,57.0,54.0,232.0,0,A1
20162,PENSILVANIA,1,,2.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,37.0,36.0,49.0,46.0,39.0,209.0,1,A-
20162,SUPIA,2,3.0,3.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,42.0,51.0,52.0,49.0,59.0,246.0,0,A2
20162,BELALCAZAR,3,4.0,4.0,1.0,1.0,0.0,0.0,0.0,0,1,0.0,0.0,66.0,67.0,66.0,60.0,82.0,330.0,0,B+
20162,MANIZALES,3,4.0,8.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,56.0,56.0,47.0,41.0,46.0,249.0,0,A-
20162,LA DORADA,1,3.0,4.0,3.0,0.0,1.0,1.0,1.0,0,1,0.0,1.0,57.0,62.0,55.0,55.0,59.0,287.0,0,A2
20162,MANIZALES,3,5.0,6.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,57.0,65.0,61.0,61.0,67.0,308.0,0,A2
20162,MANIZALES,3,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,82.0,75.0,76.0,72.0,100.0,392.0,0,B+
20162,RIOSUCIO,2,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,67.0,52.0,64.0,69.0,60.0,314.0,0,A2
20162,MANIZALES,1,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,36.0,41.0,42.0,33.0,37.0,188.0,1,A-
20162,MANIZALES,2,8.0,1.0,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,61.0,57.0,54.0,58.0,40.0,281.0,0,A-
20162,LA DORADA,1,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,42.0,40.0,45.0,34.0,52.0,206.0,1,A1
20162,MANIZALES,4,5.0,5.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,57.0,56.0,58.0,62.0,64.0,293.0,0,A2
20162,MANIZALES,1,2.0,3.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,49.0,51.0,58.0,48.0,35.0,251.0,0,A-
20162,MANIZALES,1,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,58.0,62.0,60.0,59.0,67.0,301.0,0,A2
20162,VILLAMARIA,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,56.0,53.0,55.0,48.0,53.0,264.0,0,A1
20162,MANZANARES,2,6.0,8.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,41.0,45.0,42.0,41.0,40.0,210.0,1,A-
20162,SUPIA,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,38.0,57.0,53.0,49.0,45.0,245.0,0,A-
20162,MANIZALES,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,51.0,54.0,52.0,53.0,41.0,259.0,0,A-
20162,ANSERMA,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,55.0,45.0,54.0,48.0,52.0,253.0,0,A1
20162,VILLAMARIA,3,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,39.0,48.0,46.0,42.0,44.0,219.0,1,A-
20162,RIOSUCIO,1,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,32.0,51.0,48.0,47.0,38.0,220.0,1,A-
20162,MANIZALES,3,8.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,71.0,52.0,62.0,49.0,44.0,286.0,0,A-
20162,MARQUETALIA,1,8.0,4.0,2.0,1.0,0.0,0.0,1.0,0,1,0.0,1.0,48.0,50.0,56.0,42.0,33.0,239.0,0,A-
20162,VITERBO,3,4.0,1.0,3.0,1.0,0.0,1.0,1.0,0,1,0.0,0.0,65.0,63.0,58.0,62.0,61.0,310.0,0,A2
20162,MANIZALES,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,62.0,58.0,59.0,44.0,47.0,276.0,0,A-
20162,ANSERMA,3,1.0,2.0,2.0,1.0,0.0,0.0,1.0,0,1,0.0,1.0,47.0,53.0,51.0,58.0,60.0,264.0,0,A2
20162,RIOSUCIO,1,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,,1.0,45.0,39.0,42.0,41.0,45.0,211.0,1,A-
20162,MANIZALES,1,3.0,4.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,61.0,54.0,56.0,54.0,49.0,278.0,0,A1
20162,MANIZALES,2,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,37.0,47.0,47.0,41.0,38.0,214.0,1,A-
20162,CHINCHINA,2,2.0,,2.0,1.0,0.0,0.0,1.0,0,1,0.0,1.0,53.0,55.0,59.0,65.0,60.0,291.0,0,A2
20162,MANIZALES,2,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,70.0,76.0,71.0,83.0,70.0,374.0,0,B1
20162,SUPIA,2,1.0,6.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,66.0,54.0,66.0,64.0,53.0,309.0,0,A1
20162,NEIRA,2,4.0,4.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,51.0,40.0,49.0,36.0,44.0,220.0,1,A-
20162,MANIZALES,3,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,46.0,52.0,41.0,40.0,50.0,226.0,1,A1
20162,SALAMINA,3,8.0,8.0,3.0,0.0,1.0,1.0,1.0,0,1,0.0,0.0,64.0,68.0,65.0,74.0,68.0,339.0,0,B1
20162,VILLAMARIA,3,4.0,0.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,64.0,68.0,60.0,64.0,55.0,317.0,0,A1
20162,ANSERMA,3,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,45.0,54.0,53.0,51.0,61.0,259.0,0,A2
20162,MANIZALES,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,59.0,51.0,63.0,61.0,63.0,294.0,0,A2
20162,MANIZALES,3,,,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,45.0,51.0,53.0,51.0,45.0,247.0,0,A-
20162,PENSILVANIA,2,3.0,4.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,44.0,45.0,50.0,45.0,42.0,228.0,1,A-
20162,SUPIA,2,4.0,8.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,49.0,53.0,54.0,52.0,67.0,265.0,0,A2
20162,AGUADAS,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,26.0,40.0,34.0,33.0,45.0,171.0,1,A-
20162,RISARALDA,1,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,62.0,65.0,61.0,62.0,47.0,306.0,0,A-
20162,MANIZALES,3,8.0,4.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,69.0,58.0,66.0,59.0,62.0,313.0,0,A2
20162,ANSERMA,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,52.0,52.0,47.0,50.0,47.0,250.0,0,A-
20162,MANIZALES,1,8.0,8.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,35.0,44.0,45.0,31.0,37.0,194.0,1,A-
20162,MANIZALES,5,9.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,52.0,50.0,61.0,58.0,65.0,279.0,0,A2
20162,VILLAMARIA,1,3.0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,,1.0,46.0,54.0,46.0,53.0,44.0,246.0,0,A-
20162,MARQUETALIA,1,2.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,58.0,49.0,58.0,49.0,45.0,263.0,0,A-
20162,SALAMINA,2,4.0,3.0,3.0,1.0,0.0,1.0,1.0,0,1,0.0,1.0,66.0,59.0,65.0,63.0,56.0,313.0,0,A1
20162,SAMANA,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,,0.0,33.0,53.0,42.0,51.0,44.0,224.0,1,A-
20162,FILADELFIA,2,3.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,54.0,54.0,53.0,54.0,46.0,265.0,0,A-
20162,MARQUETALIA,1,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,46.0,48.0,55.0,48.0,54.0,247.0,0,A1
20162,SALAMINA,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,45.0,55.0,50.0,49.0,45.0,247.0,0,A-
20162,SALAMINA,3,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,64.0,61.0,57.0,57.0,48.0,294.0,0,A1
20162,ANSERMA,2,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,37.0,47.0,42.0,50.0,43.0,221.0,1,A-
20162,RISARALDA,2,4.0,6.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,59.0,51.0,61.0,67.0,66.0,300.0,0,A2
20162,VILLAMARIA,3,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0,1,0.0,0.0,57.0,61.0,57.0,55.0,48.0,285.0,0,A1
20162,MANIZALES,1,3.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,52.0,58.0,49.0,48.0,48.0,257.0,0,A-
20162,LA DORADA,2,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,65.0,66.0,64.0,61.0,61.0,319.0,0,A2
20162,LA MERCED,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,52.0,47.0,59.0,42.0,48.0,249.0,0,A-
20162,MANIZALES,1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0,1,,1.0,58.0,58.0,60.0,60.0,65.0,297.0,0,A2
20162,LA DORADA,2,4.0,0.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,57.0,55.0,50.0,53.0,45.0,266.0,0,A-
20162,ARANZAZU,3,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,38.0,48.0,46.0,53.0,34.0,228.0,1,A-
20162,MANIZALES,3,9.0,6.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,0.0,56.0,47.0,60.0,60.0,58.0,280.0,0,A2
20162,MANIZALES,1,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1,,0.0,41.0,48.0,58.0,44.0,36.0,233.0,0,A-
20162,CHINCHINA,2,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,48.0,49.0,49.0,56.0,33.0,247.0,0,A-
20162,MANIZALES,2,8.0,4.0,2.0,1.0,0.0,0.0,1.0,0,1,,0.0,63.0,62.0,59.0,58.0,40.0,295.0,0,A-
20162,CHINCHINA,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,56.0,57.0,60.0,57.0,54.0,285.0,0,A1
20162,SAMANA,1,2.0,0.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,49.0,62.0,58.0,55.0,49.0,277.0,0,A1
20162,MANIZALES,3,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,49.0,56.0,56.0,54.0,58.0,270.0,0,A2
20162,PALESTINA,2,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,47.0,51.0,47.0,44.0,45.0,235.0,0,A-
20162,LA DORADA,1,6.0,4.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,62.0,67.0,64.0,67.0,60.0,323.0,0,A2
20162,AGUADAS,2,4.0,3.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,1.0,47.0,48.0,52.0,52.0,41.0,246.0,0,A-
20162,SAMANA,1,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,56.0,50.0,53.0,55.0,42.0,262.0,0,A-
20162,ANSERMA,1,2.0,1.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,40.0,49.0,49.0,39.0,50.0,225.0,1,A1
20162,MANIZALES,1,2.0,2.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,45.0,54.0,53.0,49.0,45.0,249.0,0,A-
20162,ARANZAZU,3,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,61.0,63.0,58.0,56.0,62.0,298.0,0,A2
20162,CHINCHINA,2,4.0,6.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,58.0,63.0,63.0,58.0,53.0,299.0,0,A1
20162,BELALCAZAR,1,1.0,,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,52.0,50.0,55.0,51.0,56.0,262.0,0,A1
20162,AGUADAS,1,1.0,0.0,2.0,1.0,1.0,0.0,0.0,0,0,0.0,0.0,32.0,46.0,44.0,52.0,35.0,215.0,1,A-
20162,MANIZALES,2,3.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,58.0,68.0,61.0,53.0,54.0,297.0,0,A1
20162,PALESTINA,1,4.0,4.0,2.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,47.0,44.0,56.0,56.0,46.0,252.0,0,A-
20162,MANIZALES,2,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,67.0,72.0,64.0,63.0,66.0,332.0,0,A2
20162,MANIZALES,3,4.0,8.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,47.0,43.0,53.0,47.0,51.0,239.0,0,A1
20162,SUPIA,2,,1.0,2.0,1.0,0.0,1.0,0.0,0,1,0.0,1.0,67.0,63.0,69.0,68.0,69.0,334.0,0,B1
20162,MARQUETALIA,1,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0,0,,1.0,36.0,52.0,49.0,43.0,48.0,227.0,1,A-
20162,CHINCHINA,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,53.0,47.0,52.0,50.0,40.0,248.0,0,A-
20162,RIOSUCIO,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,37.0,47.0,40.0,44.0,50.0,213.0,1,A1
20162,MANIZALES,2,8.0,4.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,59.0,57.0,70.0,69.0,57.0,316.0,0,A1
20162,VILLAMARIA,3,4.0,2.0,1.0,0.0,1.0,0.0,0.0,0,1,,1.0,39.0,43.0,50.0,48.0,53.0,229.0,1,A1
20162,SUPIA,2,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,43.0,60.0,57.0,60.0,46.0,272.0,0,A-
20162,MANIZALES,1,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,60.0,50.0,50.0,40.0,59.0,254.0,0,A2
20162,MANIZALES,3,4.0,,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,52.0,46.0,50.0,54.0,44.0,250.0,0,A-
20162,SUPIA,3,9.0,4.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,68.0,54.0,65.0,52.0,56.0,297.0,0,A1
20162,RIOSUCIO,1,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0,0,0.0,1.0,50.0,50.0,49.0,42.0,39.0,235.0,0,A-
20162,MANIZALES,2,3.0,3.0,3.0,0.0,1.0,1.0,1.0,0,1,0.0,0.0,52.0,45.0,52.0,49.0,48.0,247.0,0,A1
20162,SALAMINA,2,4.0,4.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,0.0,42.0,52.0,57.0,49.0,55.0,251.0,0,A1
20162,SUPIA,2,3.0,3.0,1.0,1.0,0.0,0.0,0.0,0,1,0.0,0.0,48.0,44.0,53.0,46.0,44.0,238.0,0,A-
20162,LA DORADA,2,,,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,41.0,43.0,42.0,37.0,48.0,206.0,1,A-
20162,MANIZALES,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,1.0,32.0,35.0,44.0,34.0,33.0,180.0,1,A-
20162,RIOSUCIO,1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,1.0,48.0,56.0,51.0,52.0,41.0,256.0,0,A-
20162,BELALCAZAR,2,4.0,4.0,2.0,1.0,0.0,0.0,1.0,0,1,0.0,1.0,78.0,68.0,69.0,76.0,77.0,366.0,0,B1
20162,CHINCHINA,1,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1,1,,1.0,36.0,39.0,38.0,40.0,48.0,194.0,1,A-
20162,MANIZALES,2,4.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,59.0,49.0,56.0,51.0,53.0,267.0,0,A1
20162,CHINCHINA,3,8.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,50.0,47.0,62.0,43.0,54.0,254.0,0,A1
20162,MANIZALES,2,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,33.0,49.0,41.0,38.0,40.0,202.0,1,A-
20162,MANIZALES,3,4.0,1.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,1.0,60.0,56.0,59.0,59.0,71.0,298.0,0,B1
20162,MANIZALES,4,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,49.0,60.0,52.0,65.0,56.0,282.0,0,A1
20162,LA DORADA,3,8.0,8.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,80.0,76.0,80.0,82.0,82.0,399.0,0,B+
20162,RISARALDA,2,2.0,2.0,2.0,1.0,0.0,0.0,1.0,0,0,,1.0,59.0,64.0,63.0,61.0,44.0,302.0,0,A-
20162,VILLAMARIA,3,8.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,63.0,60.0,66.0,57.0,66.0,309.0,0,A2
20162,VILLAMARIA,3,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,64.0,67.0,64.0,70.0,63.0,330.0,0,A2
20162,MANIZALES,3,3.0,4.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,71.0,62.0,73.0,66.0,74.0,341.0,0,B1
20162,LA DORADA,2,,,3.0,1.0,1.0,0.0,1.0,1,1,0.0,1.0,44.0,51.0,44.0,50.0,55.0,239.0,0,A1
20162,RIOSUCIO,2,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,54.0,51.0,58.0,56.0,53.0,273.0,0,A1
20162,MANIZALES,3,4.0,,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,56.0,55.0,55.0,60.0,66.0,284.0,0,A2
20162,MANIZALES,6,8.0,9.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,68.0,74.0,64.0,75.0,79.0,354.0,0,B+
20162,CHINCHINA,2,3.0,2.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,65.0,70.0,59.0,65.0,64.0,323.0,0,A2
20162,MANIZALES,1,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,0.0,50.0,47.0,60.0,56.0,64.0,270.0,0,A2
20162,CHINCHINA,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,49.0,48.0,51.0,51.0,39.0,244.0,0,A-
20162,LA DORADA,2,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0,1,0.0,1.0,39.0,58.0,67.0,59.0,74.0,285.0,0,B1
20162,SUPIA,1,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0,1,0.0,1.0,42.0,55.0,45.0,50.0,43.0,237.0,0,A-
20162,SALAMINA,1,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,46.0,54.0,47.0,49.0,57.0,248.0,0,A1
20162,VILLAMARIA,2,4.0,0.0,3.0,1.0,1.0,0.0,1.0,0,1,,0.0,51.0,56.0,56.0,46.0,54.0,263.0,0,A1
20162,CHINCHINA,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,59.0,66.0,57.0,58.0,45.0,295.0,0,A-
20162,MANIZALES,4,8.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,50.0,49.0,51.0,51.0,34.0,245.0,0,A-
20162,MANIZALES,4,8.0,8.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,62.0,59.0,62.0,68.0,56.0,311.0,0,A1
20162,MANIZALES,2,3.0,1.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,59.0,53.0,56.0,46.0,58.0,270.0,0,A1
20162,CHINCHINA,3,2.0,2.0,3.0,1.0,1.0,0.0,1.0,1,1,,1.0,30.0,32.0,42.0,36.0,34.0,175.0,1,A-
20162,VILLAMARIA,1,4.0,1.0,2.0,1.0,1.0,0.0,0.0,0,1,,0.0,48.0,52.0,51.0,53.0,38.0,249.0,0,A-
20162,MANIZALES,3,4.0,,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,65.0,52.0,49.0,61.0,60.0,285.0,0,A2
20162,MANIZALES,5,4.0,4.0,2.0,0.0,1.0,0.0,1.0,1,1,0.0,1.0,60.0,60.0,60.0,58.0,57.0,296.0,0,A1
20162,SUPIA,2,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,1.0,39.0,46.0,44.0,34.0,45.0,205.0,1,A-
20162,MANIZALES,2,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,1.0,42.0,44.0,46.0,43.0,45.0,218.0,1,A-
20162,MANIZALES,3,1.0,2.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,0.0,64.0,67.0,59.0,60.0,54.0,310.0,0,A1
20162,MANIZALES,2,4.0,7.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,50.0,55.0,48.0,53.0,62.0,262.0,0,A2
20162,VITERBO,4,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0.0,0.0,47.0,45.0,51.0,41.0,48.0,230.0,0,A-
20162,ANSERMA,1,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0,0,,1.0,48.0,55.0,54.0,44.0,43.0,249.0,0,A-
20162,MANIZALES,4,9.0,3.0,4.0,1.0,1.0,1.0,1.0,1,1,,0.0,59.0,56.0,60.0,57.0,67.0,293.0,0,A2
20162,VITERBO,2,1.0,3.0,1.0,0.0,0.0,0.0,1.0,0,1,0.0,0.0,55.0,58.0,53.0,60.0,60.0,283.0,0,A2
20162,MANIZALES,1,1.0,3.0,2.0,0.0,1.0,0.0,1.0,0,1,0.0,0.0,45.0,39.0,43.0,41.0,34.0,207.0,1,A-
20162,CHINCHINA,2,4.0,4.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,61.0,68.0,58.0,58.0,64.0,309.0,0,A2
20162,SAMANA,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,42.0,63.0,50.0,44.0,35.0,244.0,0,A-
20162,MANIZALES,2,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1,1,0.0,0.0,62.0,57.0,54.0,53.0,50.0,280.0,0,A1
20162,MANIZALES,3,6.0,6.0,4.0,1.0,1.0,1.0,1.0,1,1,0.0,1.0,59.0,62.0,58.0,60.0,61.0,300.0,0,A2
20162,MANIZALES,2,1.0,8.0,3.0,0.0,1.0,1.0,1.0,1,1,0.0,0.0,54.0,57.0,55.0,55.0,58.0,276.0,0,A1
20162,MANIZALES,2,4.0,,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,48.0,42.0,41.0,35.0,44.0,209.0,1,A-
20162,MANIZALES,2,1.0,1.0,3.0,1.0,1.0,0.0,1.0,1,1,0.0,0.0,36.0,52.0,50.0,39.0,47.0,222.0,1,A-
20162,MANIZALES,3,4.0,4.0,4.0,1.0,1.0,1.0,1.0,0,1,0.0,1.0,61.0,53.0,54.0,55.0,45.0,275.0,0,A-
20162,PENSILVANIA,2,,,1.0,1.0,0.0,0.0,0.0,0,1,0.0,1.0,28.0,50.0,37.0,45.0,38.0,200.0,1,A-
20162,MANIZALES,3,2.0,1.0,3.0,1.0,1.0,0.0,1.0,0,1,0.0,0.0,57.0,55.0,61.0,50.0,54.0,278.0,0,A1
20162,MANIZALES,1,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0,0,0.0,0.0,46.0,50.0,47.0,46.0,51.0,237.0,0,A1
20162,RIOSUCIO,1,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0,0,0.0,1.0,37.0,50.0,48.0,46.0,45.0,227.0,1,A-
20162,VILLAMARIA,3,1.0,1.0,4.0,1.0,1.0,1.0,1.0,0,1,,0.0,35.0,43.0,47.0,39.0,36.0,204.0,1,A-
